detection_window_start_time,species,detector_score,relative_sound_level,distance,distance_CI975,distance_CI025
0.0,CONI,-10.154253,-31.062607,182.7,187.3,178.1
0.0686927083333333,CONI,-13.880193,-50.14546,445.9,471.1,420.7
0.1373854166666666,CONI,-14.475639,-47.068367,402.4,418.0,386.8
0.206078125,CONI,-10.822925,-50.485935,451.6,478.3,424.8
0.2747708333333333,CONI,-7.832658,-31.290834,185.0,189.6,180.4
0.3434635416666667,CONI,5.2898984,-26.70637,136.9,141.0,132.8
0.41215625,CONI,-2.3229504,-26.645658,136.0,140.0,131.9
0.4808489583333333,CONI,-12.034501,-23.5314,108.8,113.0,104.7
0.5495416666666667,CONI,-14.354866,-44.50074,363.9,374.1,353.7
0.618234375,CONI,-15.198555,-46.00773,386.2,399.2,373.2
0.6869270833333334,CONI,-14.897494,-46.073303,387.7,400.8,374.5
0.7556197916666667,CONI,-11.643476,-45.790382,383.2,395.8,370.7
0.8243125,CONI,-7.944245,-31.458755,187.3,192.0,182.6
