detection_window_start_time,species,detector_score,relative_sound_level,distance,distance_CI975,distance_CI025
0.0,CONI,-10.346493,-36.41483,248.3,253.9,242.7
0.0686927083333333,CONI,-14.448469,-51.33123,462.7,492.8,432.7
0.1373854166666666,CONI,-15.619234,-51.695892,468.2,500.1,436.4
0.206078125,CONI,-12.999699,-51.97593,472.3,505.5,439.1
0.2747708333333333,CONI,-9.6039095,-49.503403,437.4,460.3,414.4
0.3434635416666667,CONI,2.0523334,-24.083502,113.8,117.9,109.6
0.41215625,CONI,2.8855572,-25.87702,129.5,133.5,125.4
0.4808489583333333,CONI,-10.722073,-18.855038,76.1,80.8,71.4
0.5495416666666667,CONI,-13.62491,-22.902489,104.1,108.3,99.8
0.618234375,CONI,-15.610281,-48.567818,424.4,444.3,404.5
0.6869270833333334,CONI,-15.456516,-50.14042,445.9,471.1,420.7
0.7556197916666667,CONI,-11.803201,-50.00065,444.5,469.3,419.7
0.8243125,CONI,-8.366143,-29.75136,168.3,172.7,164.0
