detection_window_start_time,species,detector_score,relative_sound_level,distance,distance_CI975,distance_CI025
0.0,CONI,-10.623292,-24.222944,114.6,118.7,110.5
0.0686927083333333,CONI,-14.437761,-51.310505,462.7,492.8,432.7
0.1373854166666666,CONI,-15.54638,-50.78526,455.8,483.7,427.8
0.206078125,CONI,-12.499885,-49.524155,437.4,460.3,414.4
0.2747708333333333,CONI,-8.875663,-41.748863,322.7,329.8,315.5
0.3434635416666667,CONI,3.2480628,-29.830948,168.3,172.7,164.0
0.41215625,CONI,-1.0301257,-28.760778,157.7,162.0,153.5
0.4808489583333333,CONI,-11.659694,-23.344175,107.2,111.4,103.0
0.5495416666666667,CONI,-13.941561,-45.17225,374.3,385.7,362.9
0.618234375,CONI,-14.7600975,-46.19379,389.1,402.6,375.7
0.6869270833333334,CONI,-14.570378,-46.16695,389.1,402.6,375.7
0.7556197916666667,CONI,-11.257684,-49.089207,431.6,453.2,410.0
0.8243125,CONI,-8.023263,-26.197702,132.2,136.3,128.2
