detection_window_start_time,detector_score,relative_sound_level
0.0,2.9613707,-35.711887
0.06713541666666667,9.931606,-35.267452
0.13427083333333334,6.422173,-27.726152
0.20140625,-4.20036,-29.157215
0.2685416666666667,-9.033812,-31.604013
0.33567708333333335,-10.139004,-37.920376
0.4028125,-3.508612,-33.24205
0.4699479166666667,-2.2167583,-32.36865
0.5370833333333334,-8.820624,-32.800922
0.60421875,-11.376757,-37.215534
0.6713541666666667,-12.245031,-38.58665
0.7384895833333334,-10.242203,-44.007065
0.805625,-7.0158944,-42.578796
