detection_window_start_time,detector_score,relative_sound_level
0.0,8.981399,-26.915497
0.06527403846153847,5.215323,-23.759958
0.13054807692307693,-6.704454,-24.61018
0.19582211538461541,-10.075277,-25.917452
0.26109615384615387,-13.047525,-34.271606
0.3263701923076923,-14.17358,-37.410084
0.39164423076923083,-14.703741,-44.559216
0.4569182692307693,-14.747456,-42.52906
0.5221923076923077,-15.040127,-45.699352
0.5874663461538462,-15.200359,-42.420143
0.6527403846153846,-15.182789,-48.219547
0.7180144230769231,-13.830232,-46.809853
0.7832884615384617,-10.358153,-43.641846
0.8485625,-6.8898215,-29.341057
