detection_window_start_time,detector_score,relative_sound_level
0.0,-10.278272,-26.509315
0.06449038461538462,-13.561089,-47.541252
0.12898076923076923,-15.798422,-49.287754
0.19347115384615385,-15.711571,-50.155594
0.25796153846153846,-15.47679,-52.020653
0.32245192307692305,-15.283363,-52.523457
0.3869423076923077,-15.29799,-51.043266
0.45143269230769234,-14.87193,-51.635
0.5159230769230769,-13.072967,-49.399925
0.5804134615384615,-11.599695,-42.977707
0.6449038461538461,-4.2951956,-38.87982
0.7093942307692308,-7.6791477,-37.888454
0.7738846153846154,-8.286529,-37.88141
0.838375,-6.0697412,-27.533031
