detection_window_start_time,detector_score,relative_sound_level
0.0,-10.782895,-34.291992
0.06752604166666666,-14.595699,-44.20546
0.13505208333333332,-16.066856,-43.301476
0.202578125,-16.63609,-50.389374
0.27010416666666665,-16.187748,-48.39066
0.3376302083333333,-16.000425,-50.331383
0.40515625,-15.615834,-50.223522
0.47268229166666664,-15.303442,-45.71727
0.5402083333333333,-15.484324,-51.2496
0.6077343749999999,-15.309431,-50.05503
0.6752604166666666,-14.777398,-51.2993
0.7427864583333332,-11.074121,-51.212658
0.8103125,-7.977413,-31.593283
