detection_window_start_time,detector_score,relative_sound_level
0.0,-1.9146141,-27.77545
0.0641298076923077,-8.723299,-34.698044
0.1282596153846154,-12.230038,-33.55145
0.19238942307692308,-13.666494,-39.26518
0.2565192307692308,-13.781986,-40.229397
0.32064903846153847,-13.85586,-41.256584
0.38477884615384617,-14.37126,-43.345894
0.44890865384615386,-14.068774,-41.58571
0.5130384615384616,-14.285913,-45.41558
0.5771682692307692,-14.280453,-46.096085
0.6412980769230769,-14.100288,-49.097755
0.7054278846153846,-12.429005,-47.94985
0.7695576923076923,-8.80434,-46.841278
0.8336875,-6.262724,-49.250145
