detection_window_start_time,detector_score,relative_sound_level
0.0,-10.910605,-26.924288
0.06752604166666666,-14.719095,-52.13722
0.13505208333333332,-15.419736,-49.310528
0.202578125,-14.022744,-51.79121
0.27010416666666665,-13.423201,-51.5645
0.3376302083333333,-10.31699,-37.892715
0.40515625,-8.608865,-39.38581
0.47268229166666664,-12.622369,-37.008877
0.5402083333333333,-13.032177,-43.05612
0.6077343749999999,-14.128241,-41.838852
0.6752604166666666,-13.547867,-39.856808
0.7427864583333332,-10.735359,-50.02533
0.8103125,-7.4859405,-27.435854
