detection_window_start_time,detector_score,relative_sound_level
0.0,-5.4869795,-27.77522
0.06869270833333334,-7.4908266,-37.95486
0.13738541666666668,-7.9185734,-34.952835
0.206078125,-7.9138227,-33.49784
0.27477083333333335,-7.5252123,4.3283405
0.3434635416666667,4.209401,13.173029
0.41215625,7.6492953,8.672252
0.48084895833333335,-5.333277,9.483694
0.5495416666666667,-7.1774616,-2.2676642
0.618234375,-7.016311,-26.217197
0.6869270833333334,-7.204854,-30.730053
0.7556197916666667,-6.378461,-33.607143
0.8243125,-4.516655,-28.542883
