detection_window_start_time,detector_score,relative_sound_level
0.0,-9.991694,-35.08658
0.06791666666666667,-13.470558,-44.0995
0.13583333333333333,-14.24822,-46.169624
0.20375,-14.511493,-46.62507
0.27166666666666667,-13.939084,-47.414085
0.33958333333333335,-14.2754135,-44.546455
0.4075,-13.99821,-46.87197
0.47541666666666665,-13.528004,-45.466843
0.5433333333333333,-12.662182,-39.079865
0.61125,-12.177267,-42.19032
0.6791666666666667,-8.300576,-39.629917
0.7470833333333333,-6.023492,-37.944054
0.815,-6.613215,-33.67544
