detection_window_start_time,detector_score,relative_sound_level
0.0,-9.770733,-34.619514
0.06908333333333333,-13.480782,-48.047638
0.13816666666666666,-14.364235,-48.973995
0.20725,-13.288875,-51.481705
0.2763333333333333,-12.457327,-48.295334
0.34541666666666665,-8.30883,-40.52809
0.4145,-8.13461,-40.17445
0.4835833333333333,-12.685709,-34.922432
0.5526666666666666,-14.014996,-42.293297
0.62175,-14.398197,-47.363834
0.6908333333333333,-14.519279,-48.377113
0.7599166666666666,-11.379984,-49.469074
0.829,-7.9760385,-43.91779
