detection_window_start_time,detector_score,relative_sound_level
0.0,-10.479716,-26.50752
0.06869270833333334,-14.017961,-52.196087
0.13738541666666668,-14.962956,-51.044178
0.206078125,-15.01766,-52.230156
0.27477083333333335,-14.503246,-50.468277
0.3434635416666667,-15.066139,-50.106026
0.41215625,-14.861159,-52.028313
0.48084895833333335,-14.97211,-51.236645
0.5495416666666667,-15.151019,-50.731743
0.618234375,-15.395211,-50.96539
0.6869270833333334,-15.013853,-52.30953
0.7556197916666667,-11.5618725,-51.63646
0.8243125,-8.080655,-27.750137
