detection_window_start_time,detector_score,relative_sound_level
0.0,-9.297534,-30.02947
0.06752604166666666,-12.744375,-45.79948
0.13505208333333332,-14.404605,-39.423603
0.202578125,-12.420837,-38.549927
0.27010416666666665,-10.938087,-48.065056
0.3376302083333333,-3.2285867,-28.568817
0.40515625,-1.4769588,-29.763224
0.47268229166666664,-11.946428,-22.70274
0.5402083333333333,-13.620672,-45.513298
0.6077343749999999,-14.818011,-45.096626
0.6752604166666666,-14.022253,-44.225197
0.7427864583333332,-10.530714,-44.644737
0.8103125,-7.59917,-31.668213
