detection_window_start_time,detector_score,relative_sound_level
0.0,-9.715191,-30.290306
0.06869270833333334,-13.287834,-47.42105
0.13738541666666668,-13.4223795,-50.260586
0.206078125,-11.588249,-45.673923
0.27477083333333335,-5.1469355,-41.2837
0.3434635416666667,-1.7170293,-31.312468
0.41215625,1.032332,-29.432364
0.48084895833333335,-6.584844,-30.43739
0.5495416666666667,-9.744266,-31.9891
0.618234375,-11.167696,-32.55129
0.6869270833333334,-11.834525,-36.32975
0.7556197916666667,-10.4711275,-39.72326
0.8243125,-7.6841607,-35.27276
