detection_window_start_time,detector_score,relative_sound_level
0.0,8.856075,-22.735382
0.06527403846153847,10.615464,-20.527563
0.13054807692307693,-1.8053591,-15.60608
0.19582211538461541,-3.9751136,-13.861197
0.26109615384615387,-3.876083,-26.05116
0.3263701923076923,-3.663479,-23.627934
0.39164423076923083,2.523261,-23.423485
0.4569182692307693,2.8732042,-22.676077
0.5221923076923077,-3.1520576,-20.410908
0.5874663461538462,-7.1051135,-26.289707
0.6527403846153846,-10.2498045,-32.27694
0.7180144230769231,-11.454912,-33.348785
0.7832884615384617,-9.235679,-34.150578
0.8485625,-6.734321,-35.969418
