detection_window_start_time,detector_score,relative_sound_level
0.0,-10.599136,-29.31026
0.06596875,-13.824305,-51.08754
0.1319375,-15.757985,-49.725243
0.19790625,-15.511947,-51.420944
0.263875,-15.510706,-51.311302
0.32984375000000005,-15.492212,-51.221397
0.3958125,-15.529638,-52.894127
0.46178125000000003,-15.46862,-51.73792
0.52775,-15.118348,-49.74198
0.5937187500000001,-14.737959,-49.28646
0.6596875000000001,-14.08065,-52.285828
0.7256562500000001,-10.174126,-50.034603
0.791625,-7.432153,-53.083855
