detection_window_start_time,detector_score,relative_sound_level
0.0,-6.701664,-27.912607
0.06596875,-10.86066,-31.754286
0.1319375,-12.6301,-46.330605
0.19790625,-11.56108,-46.435814
0.263875,-4.82491,-34.376236
0.32984375000000005,0.9060713,-32.012478
0.3958125,-6.3528767,-32.35782
0.46178125000000003,-10.452178,-28.08754
0.52775,-12.387421,-32.310143
0.5937187500000001,-13.815513,-35.147858
0.6596875000000001,-13.861445,-41.445774
0.7256562500000001,-10.791347,-46.868404
0.791625,-7.7139344,-43.79226
