detection_window_start_time,detector_score,relative_sound_level
0.0,-5.947448,-27.491665
0.06908333333333333,-8.0327015,-33.917828
0.13816666666666666,-8.749547,-34.00665
0.20725,-8.488734,-33.366314
0.2763333333333333,-8.594749,-31.82315
0.34541666666666665,-8.2635975,-33.95716
0.4145,-8.449793,-33.177578
0.4835833333333333,-8.264637,-33.74596
0.5526666666666666,-8.957914,-34.140938
0.62175,-9.062832,-32.71615
0.6908333333333333,-8.838991,-34.04329
0.7599166666666666,-6.641494,-33.638195
0.829,-4.717391,-34.917835
