detection_window_start_time,detector_score,relative_sound_level
0.0,-10.4279,-32.820244
0.06908333333333333,-14.101026,-47.953552
0.13816666666666666,-14.809808,-49.763405
0.20725,-10.583964,-50.137653
0.2763333333333333,-2.8375452,-25.513062
0.34541666666666665,15.174629,-14.358252
0.4145,15.09304,-12.8720875
0.4835833333333333,-0.8947093,-10.197889
0.5526666666666666,-4.1620083,-18.808426
0.62175,-6.957178,-25.864143
0.6908333333333333,-9.085169,-31.136873
0.7599166666666666,-8.459267,-33.958286
0.829,-5.987032,-37.758038
