detection_window_start_time,detector_score,relative_sound_level
0.0,-8.3763,-38.330093
0.06908333333333333,-11.0379505,-36.01123
0.13816666666666666,-7.6838765,-34.34302
0.20725,-10.315208,-34.310158
0.2763333333333333,-8.516871,-29.014378
0.34541666666666665,-4.628674,-28.728367
0.4145,4.748334,-29.08396
0.4835833333333333,-2.0261683,-23.796745
0.5526666666666666,-8.771524,-28.247126
0.62175,-11.189047,-28.237173
0.6908333333333333,-12.6481085,-33.98682
0.7599166666666666,-10.645833,-35.87011
0.829,-7.306546,-39.99667
