detection_window_start_time,detector_score,relative_sound_level
0.0,-8.456526,-22.194443
0.06713541666666667,-11.940559,-37.087685
0.13427083333333334,-13.809787,-39.48944
0.20140625,-14.289239,-41.76483
0.2685416666666667,-13.899497,-39.77629
0.33567708333333335,-14.229745,-46.57762
0.4028125,-14.342068,-44.11871
0.4699479166666667,-13.966567,-44.53979
0.5370833333333334,-14.469606,-48.478615
0.60421875,-14.485483,-50.458824
0.6713541666666667,-13.656214,-49.632526
0.7384895833333334,-9.997921,-46.823734
0.805625,-7.4669023,-51.061386
