detection_window_start_time,detector_score,relative_sound_level
0.0,-8.15627,-35.90817
0.06449038461538462,-5.869486,-33.088127
0.12898076923076923,4.486627,-23.623436
0.19347115384615385,16.641853,-16.782352
0.25796153846153846,10.195749,-17.712332
0.32245192307692305,-5.494158,-17.691017
0.3869423076923077,-9.683017,-20.989235
0.45143269230769234,-12.684284,-35.268425
0.5159230769230769,-14.624893,-34.141117
0.5804134615384615,-14.76809,-34.512074
0.6449038461538461,-14.574593,-40.143112
0.7093942307692308,-12.990802,-35.226048
0.7738846153846154,-9.115689,-33.586334
0.838375,-6.4646487,-35.239517
