detection_window_start_time,detector_score,relative_sound_level
0.0,-6.5350394,-33.470737
0.06869270833333334,-8.984131,-34.212326
0.13738541666666668,-9.983112,-34.998543
0.206078125,-9.918497,-35.34162
0.27477083333333335,-9.761215,-34.11378
0.3434635416666667,-9.810656,-36.33472
0.41215625,-9.72723,-34.999954
0.48084895833333335,-9.821345,-33.017467
0.5495416666666667,-9.764729,-34.61887
0.618234375,-9.794596,-35.31114
0.6869270833333334,-9.895807,-35.44391
0.7556197916666667,-8.124162,-34.218334
0.8243125,-5.5180354,-33.047806
