detection_window_start_time,detector_score,relative_sound_level
0.0,-10.004605,-37.683815
0.06449038461538462,-13.042106,-50.494427
0.12898076923076923,-15.079472,-51.72297
0.19347115384615385,-14.881611,-50.3521
0.25796153846153846,-12.693218,-49.184093
0.32245192307692305,-11.445488,-44.19868
0.3869423076923077,-2.6439035,-36.038235
0.45143269230769234,-5.794086,-34.91613
0.5159230769230769,-10.524234,-33.471863
0.5804134615384615,-10.9747305,-34.19882
0.6449038461538461,-12.481451,-39.81571
0.7093942307692308,-12.352913,-38.167274
0.7738846153846154,-9.199174,-40.355183
0.838375,-7.001482,-39.48996
