detection_window_start_time,detector_score,relative_sound_level
0.0,-9.079405,-26.771643
0.06868229166666666,-12.158896,-43.691944
0.13736458333333332,-13.376994,-46.259697
0.20604687499999996,-13.555904,-43.38649
0.27472916666666664,-13.644883,-38.602837
0.3434114583333333,-12.970295,-38.71864
0.4120937499999999,-12.6861925,-44.025364
0.4807760416666666,-12.9905205,-40.19345
0.5494583333333333,-13.780672,-37.066505
0.6181406249999999,-14.385025,-38.47699
0.6868229166666666,-14.844793,-45.552883
0.7555052083333332,-11.635101,-46.669426
0.8241875,-7.987728,-25.727657
