detection_window_start_time,detector_score,relative_sound_level
0.0,-5.014671,-29.222326
0.06908333333333333,-6.955328,-32.876343
0.13816666666666666,-8.130046,-26.46954
0.20725,-10.314691,-22.142408
0.2763333333333333,-12.325975,8.174315
0.34541666666666665,-9.511633,16.72151
0.4145,-8.343347,16.812504
0.4835833333333333,-9.551113,19.420464
0.5526666666666666,-8.245532,12.327225
0.62175,-6.6377153,-18.148016
0.6908333333333333,-7.0567636,-22.239553
0.7599166666666666,-6.5347705,-26.746956
0.829,-5.236439,-24.298208
