detection_window_start_time,detector_score,relative_sound_level
0.0,-8.517186,-26.066383
0.06752604166666666,-12.080221,-26.31456
0.13505208333333332,-15.279938,-43.628193
0.202578125,-15.051069,-45.570927
0.27010416666666665,-15.138675,-49.290257
0.3376302083333333,-14.932516,-45.855656
0.40515625,-14.385549,-46.106514
0.47268229166666664,-13.842741,-44.204247
0.5402083333333333,-14.218182,-43.44314
0.6077343749999999,-14.831885,-40.616203
0.6752604166666666,-14.119297,-41.707558
0.7427864583333332,-10.558264,-52.290874
0.8103125,-7.879748,-29.904968
