detection_window_start_time,detector_score,relative_sound_level
0.0,-10.440835,-39.84623
0.06908333333333333,-13.92134,-51.18418
0.13816666666666666,-14.93406,-45.4575
0.20725,-10.697227,-44.178307
0.2763333333333333,-5.005479,-37.125847
0.34541666666666665,11.597025,-22.541016
0.4145,12.477601,-22.015715
0.4835833333333333,-2.798895,-22.899925
0.5526666666666666,-7.406007,-26.30501
0.62175,-10.039595,-33.608795
0.6908333333333333,-11.605093,-39.028107
0.7599166666666666,-10.245434,-39.879864
0.829,-7.026756,-39.666943
