detection_window_start_time,detector_score,relative_sound_level
0.0,-10.866431,-27.362492
0.06908333333333333,-14.320452,-51.23135
0.13816666666666666,-14.067445,-51.460495
0.20725,-11.400961,-50.906086
0.2763333333333333,-2.9075146,-29.987421
0.34541666666666665,2.3589768,-32.727604
0.4145,-10.02776,-34.117046
0.4835833333333333,-11.609873,-27.721195
0.5526666666666666,-12.773301,-43.2699
0.62175,-13.810138,-45.128593
0.6908333333333333,-14.181482,-46.05568
0.7599166666666666,-11.07385,-42.66548
0.829,-8.279789,-36.73805
