detection_window_start_time,detector_score,relative_sound_level
0.0,-9.195126,-44.572945
0.06596875,-8.296788,-49.88695
0.1319375,-1.6133541,-33.764996
0.19790625,17.06282,-21.656147
0.263875,14.51277,-22.515656
0.32984375000000005,6.570076,-16.402544
0.3958125,1.5760019,-20.176414
0.46178125000000003,-3.6601639,-17.25498
0.52775,-6.804816,-29.393848
0.5937187500000001,-10.05608,-31.266802
0.6596875000000001,-10.988048,-33.083366
0.7256562500000001,-9.176752,-37.068455
0.791625,-6.656424,-39.877438
