detection_window_start_time,detector_score,relative_sound_level
0.0,-10.188587,-37.807755
0.0641298076923077,-13.597827,-49.650246
0.1282596153846154,-15.232934,-50.21714
0.19238942307692308,-15.312303,-51.120014
0.2565192307692308,-15.085197,-51.682884
0.32064903846153847,-14.530632,-45.62876
0.38477884615384617,-14.53665,-48.418423
0.44890865384615386,-13.878012,-46.431942
0.5130384615384616,-12.345346,-46.437836
0.5771682692307692,-11.385515,-41.69882
0.6412980769230769,-9.835534,-41.147514
0.7054278846153846,-10.227238,-39.86145
0.7695576923076923,-8.565186,-41.747585
0.8336875,-6.458024,-40.347248
