detection_window_start_time,detector_score,relative_sound_level
0.0,-9.789242,-26.893599
0.0641298076923077,-13.330589,-51.664314
0.1282596153846154,-15.16197,-49.909645
0.19238942307692308,-15.193024,-51.05056
0.2565192307692308,-12.744343,-51.416595
0.32064903846153847,-8.86942,-41.984993
0.38477884615384617,1.9273663,-29.983938
0.44890865384615386,-6.0271797,-30.97785
0.5130384615384616,-13.679592,-23.561811
0.5771682692307692,-15.289306,-44.747448
0.6412980769230769,-15.877531,-47.011642
0.7054278846153846,-14.034106,-47.15226
0.7695576923076923,-10.00185,-52.47558
0.8336875,-7.3299556,-52.00959
