detection_window_start_time,detector_score,relative_sound_level
0.0,-10.544336,-29.663132
0.06908333333333333,-14.297449,-52.092403
0.13816666666666666,-15.114979,-50.39812
0.20725,-14.592261,-51.653076
0.2763333333333333,-14.894087,-48.15758
0.34541666666666665,-14.792677,-49.19786
0.4145,-14.991821,-49.48558
0.4835833333333333,-15.126171,-47.72366
0.5526666666666666,-14.899499,-51.47374
0.62175,-14.660574,-51.234898
0.6908333333333333,-14.661177,-49.99047
0.7599166666666666,-11.278751,-51.784023
0.829,-8.165583,-38.43171
