detection_window_start_time,detector_score,relative_sound_level
0.0,-10.319715,-20.317877
0.06908333333333333,-14.159685,-50.399673
0.13816666666666666,-15.426899,-51.594715
0.20725,-15.473037,-51.717106
0.2763333333333333,-15.39416,-50.35923
0.34541666666666665,-15.26496,-51.954872
0.4145,-15.174664,-50.38887
0.4835833333333333,-15.418236,-50.459198
0.5526666666666666,-15.05852,-52.105194
0.62175,-14.979031,-51.189865
0.6908333333333333,-14.957212,-51.12015
0.7599166666666666,-11.390924,-52.176994
0.829,-7.760558,-49.091347
