detection_window_start_time,detector_score,relative_sound_level
0.0,-5.837436,-29.021742
0.06869270833333334,-8.406656,-30.964796
0.13738541666666668,-9.919973,-37.417107
0.206078125,-11.740989,-46.768066
0.27477083333333335,-12.881107,-42.143723
0.3434635416666667,-13.911159,-40.799404
0.41215625,-14.648617,-44.10981
0.48084895833333335,-15.105184,-43.037582
0.5495416666666667,-15.403148,-38.417107
0.618234375,-15.372654,-38.361225
0.6869270833333334,-15.223119,-42.301746
0.7556197916666667,-11.7337475,-42.617493
0.8243125,-7.9631686,-30.729053
