detection_window_start_time,detector_score,relative_sound_level
0.0,-10.353958,-23.224106
0.06908333333333333,-13.889735,-46.946674
0.13816666666666666,-14.719791,-50.532593
0.20725,-13.814944,-50.456062
0.2763333333333333,-13.376658,-48.226036
0.34541666666666665,-10.369513,-42.47194
0.4145,-11.934067,-41.185078
0.4835833333333333,-13.540165,-40.770397
0.5526666666666666,-13.940108,-43.298653
0.62175,-14.8987875,-47.254948
0.6908333333333333,-14.729149,-45.45742
0.7599166666666666,-11.278339,-49.97837
0.829,-8.002153,-40.419025
