detection_window_start_time,detector_score,relative_sound_level
0.0,-10.706634,-29.369694
0.06869270833333334,-14.58199,-50.772003
0.13738541666666668,-15.407285,-50.804337
0.206078125,-15.578247,-51.898155
0.27477083333333335,-15.367944,-50.9253
0.3434635416666667,-15.259663,-49.621426
0.41215625,-15.39671,-51.082386
0.48084895833333335,-15.188302,-49.724636
0.5495416666666667,-15.367154,-50.02156
0.618234375,-15.373191,-50.357635
0.6869270833333334,-15.479895,-50.900978
0.7556197916666667,-11.912168,-50.349464
0.8243125,-8.455363,-30.135551
