detection_window_start_time,detector_score,relative_sound_level
0.0,-9.188226,-34.736008
0.06908333333333333,-12.354758,-44.3553
0.13816666666666666,-13.084695,-43.333508
0.20725,-12.831202,-41.932526
0.2763333333333333,-12.741888,-44.57685
0.34541666666666665,-12.539685,-43.9347
0.4145,-12.539185,-44.803017
0.4835833333333333,-12.793428,-43.560646
0.5526666666666666,-12.8432045,-44.847736
0.62175,-13.006307,-44.326626
0.6908333333333333,-12.756464,-44.349552
0.7599166666666666,-9.916344,-44.97106
0.829,-6.7720537,-47.321564
