detection_window_start_time,detector_score,relative_sound_level
0.0,-3.504216,-26.964197
0.06868229166666666,-4.3111115,-25.11525
0.13736458333333332,-6.5255976,-21.856726
0.20604687499999996,-9.011411,-17.090326
0.27472916666666664,-9.632839,10.652655
0.3434114583333333,-5.4962506,18.5773
0.4120937499999999,-3.7768068,18.084465
0.4807760416666666,-7.7504153,21.741386
0.5494583333333333,-7.5384293,13.457586
0.6181406249999999,-5.5463705,-20.35329
0.6868229166666666,-4.657213,-24.81945
0.7555052083333332,-4.698289,-27.13768
0.8241875,-3.2349057,-28.545664
