detection_window_start_time,detector_score,relative_sound_level
0.0,-2.361601,-27.189415
0.06791666666666667,3.1420307,-26.422615
0.13583333333333333,5.910635,-22.520885
0.20375,-5.044401,-24.131187
0.27166666666666667,-8.274732,16.190199
0.33958333333333335,-4.613915,15.883488
0.4075,-5.366377,16.058207
0.47541666666666665,-7.828708,19.492613
0.5433333333333333,-8.532993,-18.928408
0.61125,-8.1249485,-24.257156
0.6791666666666667,-7.788808,-28.404366
0.7470833333333333,-6.600726,-26.97217
0.815,-4.7002463,-28.798843
